SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DATEPHYT,SAMPLED_PHYT,SAMPLE_CATEGORY,INDXSAMP_PHYT,SAMPLE_TYPE,SAMPLE_DEPTH,PHYT_VOLUME,PRESERVED_PHYT,FLAG_FLD_PHYT,SAMPLE_ID,LAB_ID,INIT_VOL,CONC_VOL,TOT_AREA,CNT_AREA,LAB_TAXON,COUNT,PROPORTION,UNITCELLS,CNT_UNIT,DIVISION,ORDER,FAMILY,GENUS,SPECIES,VARIETY,DISTINCT,TAXONOMIST,SOURCELAB,SOURCEDATE,DATATYPE
NLA06608-0001,1,PROB_Lake,Target_Sampled,7/31/2007,YES,P,YES,DIATOM,2,1000,,,507623,5069.24.48,333,3,394,28.28611482,172006,5,0.014450867,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Staurosira,construens,venter,Y,KMM,EA,20090216,PHYT
NLA06608-0002,1,PROB_Lake,Target_Sampled,6/14/2007,NO DIATOM SAMPLE,P,YES,DIATOM,,,,,514183,5069.38.03,,,,,,,,,,,,,,,,,,,,PHYT
NLA06608-0002,2,PROB_Lake,Target_Sampled,7/23/2007,NO DIATOM SAMPLE,P,NO,DIATOM,,,,,512913,5069.38.02,,,,,,,,,,,,,,,,,,,,PHYT
NLA06608-0002,2,PROB_Lake,Target_Sampled,7/23/2007,NO DIATOM SAMPLE,D,NO,DIATOM,,,,,512383,5069.38.01,,,,,,,,,,,,,,,,,,,,PHYT
NLA06608-0003,1,PROB_Lake,Target_Sampled,8/29/2007,NO DIATOM SAMPLE,P,YES,DIATOM,,,,,509043,5069.41.49,,,,,,,,,,,,,,,,,,,,PHYT
NLA06608-0003,2,PROB_Lake,Target_Sampled,9/6/2007,NO DIATOM SAMPLE,P,NO,DIATOM,,,,,514903,5069.41.50,,,,,,,,,,,,,,,,,,,,PHYT
NLA06608-0004,1,PROB_Lake,Target_Sampled,7/10/2007,NO DIATOM SAMPLE,P,YES,DIATOM,,,,,508553,5069.05.22,,,,,,,,,,,,,,,,,,,,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,503313,5069.05.09,333,20,254.4690049,3.94,224,467,0.934,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,alpigena,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,224,426,0.852,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,alpigena,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,229,2,0.004,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,229,6,0.012,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,230,20,0.04,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,angustissima,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,230,23,0.046,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,angustissima,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,234,1,0.002,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,italica,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,223,5,0.01,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,353,2,0.004,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Cyclotella,meneghiniana,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,353,2,0.004,,C,Chrysophyta (Bacillariophyceae),Centrales,Stephanodiscaceae,Cyclotella,meneghiniana,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,533,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Diploneidaceae,Diploneis,,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,686,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,crotonensis,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,686,39,0.078,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,crotonensis,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,959,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,2080,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,D,NO,DIATOM,2,980,Y,,508533,5069.05.21,333,20,254.4690049,4.75,2081,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Navicula,,,Y,PG,EA,20090216,PHYT
NLA06608-0004,2,PROB_Lake,Target_Sampled,9/11/2007,YES,P,NO,DIATOM,2,980,Y,,508533,5069.05.09,333,20,254.4690049,3.94,1930,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Synedra,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,2105,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Achnanthes,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,3,16,0.032,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Achnanthes,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,2144,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthidiaceae,Achnanthidium,saprophila,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,167,3,0.006,,C,Chrysophyta (Bacillariophyceae),Pennales,Amphipleuraceae,Amphipleura,pellucida,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,220,87,0.174,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Asterionella,formosa,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,225,4,0.008,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,ambigua,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,230,1,0.002,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,granulata,angustissima,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,237,1,0.002,,C,Chrysophyta (Bacillariophyceae),Centrales,Aulacoseiraceae,Aulacoseira,lacustris,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,205,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Brachysiraceae,Brachysira,brebissonii,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,258,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Pinnulariaceae,Caloneis,bacillum,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,1154,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Cavinulaceae,Cavinula,jaernefelti,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,1290,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Cavinulaceae,Cavinula,pseudoscutiformis,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,1337,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Cavinulaceae,Cavinula,scutelloides,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,309,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthaceae,Cocconeis,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,400,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Cymbella,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,394,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Cymbella,cistula,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,344,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Cymbella,delicatula,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,379,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Cymbella,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,2121,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Cymbella,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,521,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Diatoma,tenuis,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,533,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Diploneidaceae,Diploneis,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,367,2,0.004,,C,Chrysophyta (Bacillariophyceae),Centrales,Thalassiosiraceae,Discostella,woltereckii,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,434,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Encyonema,lunatum,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,470,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Cymbellaceae,Encyonema,silesiacum,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,393,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Not Designated,Encyonopsis,cesatii,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,441,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Not Designated,Encyonopsis,minuta,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,576,3,0.006,,C,Chrysophyta (Bacillariophyceae),Pennales,Rhopalodiaceae,Epithemia,sorex,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,559,5,0.01,,C,Chrysophyta (Bacillariophyceae),Pennales,Rhopalodiaceae,Epithemia,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,578,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Rhopalodiaceae,Epithemia,turgida,granulata,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,53,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthidiaceae,Eucocconeis,alpestris,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,52,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Achnanthidiaceae,Eucocconeis,flexella,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,671,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,capucina,gracilis,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,673,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,capucina,mesolepta,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,2119,21,0.042,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,crotonensis,oregona,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,1936,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,cyclopum,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,704,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,sepes,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,654,9,0.018,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,676,1,0.002,,C,Chrysophyta (Bacillariophyceae),Pennales,Fragilariaceae,Fragilaria,vaucheriae,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,1142,2,0.004,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Geissleria,paludosa,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,1334,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Naviculaceae,Geissleria,schoenfeldii,,Y,PG,EA,20090216,PHYT
NLA06608-0005,1,PROB_Lake,Target_Sampled,7/18/2007,YES,P,YES,DIATOM,2,1000,Y,,502963,5069.10.24,25,25,380,18.45,763,4,0.008,,C,Chrysophyta (Bacillariophyceae),Pennales,Gomphonemataceae,Gomphonema,angustatum,,Y,PG,EA,20090216,PHYT
