11468,,Kyliniella,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,11461,,43105,,0,3,180,No,,[TU]|11468||Kyliniella|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|11461||43105||0|3|180|No|
11469,,Kyliniella,,latvica,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11468,,43105,,0,3,220,,,[TU]|11469||Kyliniella||latvica||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11468||43105||0|3|220||
11470,,Phragmonema,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,11461,,43997,,0,3,180,No,,[TU]|11470||Phragmonema|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|11461||43997||0|3|180|No|
11471,,Phragmonema,,sordidum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11470,,43997,,0,3,220,,,[TU]|11471||Phragmonema||sordidum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11470||43997||0|3|220||
11472,,Acrotylaceae,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,11868,,0,,0,3,140,No,,[TU]|11472||Acrotylaceae|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|11868||0||0|3|140|No|
11473,,Goniotrichales,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,846509,,0,,0,3,100,No,,[TU]|11473||Goniotrichales|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|846509||0||0|3|100|No|
11474,,Goniotrichaceae,,,,,,,N,accepted,,Minimum taxonomic/nomenclature review,unknown,2014,0,1996/6/13 14:51,11473,,0,,0,3,140,No,,[TU]|11474||Goniotrichaceae|||||||N|accepted||Minimum taxonomic/nomenclature review|unknown|2014|0|1996-06-13 14:51:08|11473||0||0|3|140|No|
11475,,Goniotrichum,,,,,,,N,accepted,,No review; untreated NODC data,unknown,unknown,0,1996/6/13 14:51,11474,,176407,,0,3,180,No,,[TU]|11475||Goniotrichum|||||||N|accepted||No review; untreated NODC data|unknown|unknown|0|1996-06-13 14:51:08|11474||176407||0|3|180|No|
11476,,Goniotrichum,,alsidii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11475,,38442,,0,3,220,,,[TU]|11476||Goniotrichum||alsidii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11475||38442||0|3|220||
11477,,Goniotrichum,,elegans,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11475,,0,,0,3,220,,,[TU]|11477||Goniotrichum||elegans||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11475||0||0|3|220||
11478,,Goniotrichum,,cornu-cervi,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11475,,42633,,0,3,220,,,[TU]|11478||Goniotrichum||cornu-cervi||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11475||42633||0|3|220||
11479,,Goniotrichum,,ceramicola,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11475,,0,,0,3,220,,,[TU]|11479||Goniotrichum||ceramicola||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11475||0||0|3|220||
11480,,Colacodictyon,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,954977,,176422,,0,3,180,No,,[TU]|11480||Colacodictyon|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|954977||176422||0|3|180|No|
11481,,Colacodictyon,,reticulatum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11480,,31691,,0,3,220,,,[TU]|11481||Colacodictyon||reticulatum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11480||31691||0|3|220||
11482,,Asterocytis,,,,,,,N,accepted,,No review; untreated NODC data,unknown,unknown,0,1996/6/13 14:51,954977,,176424,,0,3,180,No,,[TU]|11482||Asterocytis|||||||N|accepted||No review; untreated NODC data|unknown|unknown|0|1996-06-13 14:51:08|954977||176424||0|3|180|No|
11483,,Asterocytis,,ramosa,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11482,,37656,,0,3,220,,,[TU]|11483||Asterocytis||ramosa||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11482||37656||0|3|220||
11485,,Asterocytis,,ornata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11482,,0,,0,3,220,,,[TU]|11485||Asterocytis||ornata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11482||0||0|3|220||
11486,,Asterocytis,,smaragdina,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11482,,36622,,0,3,220,,,[TU]|11486||Asterocytis||smaragdina||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11482||36622||0|3|220||
11487,,Goniotrichopsis,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,954977,,176423,,0,3,180,No,,[TU]|11487||Goniotrichopsis|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|954977||176423||0|3|180|No|
11488,,Goniotrichopsis,,alsidii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11487,,0,,0,3,220,,,[TU]|11488||Goniotrichopsis||alsidii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11487||0||0|3|220||
11489,,Goniotrichopsis,,sublittoralis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11487,,40143,,0,3,220,,,[TU]|11489||Goniotrichopsis||sublittoralis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11487||40143||0|3|220||
11490,,Bangiales,,,,,,,N,accepted,,TWG standards met,partial,2014,0,1996/6/13 14:51,846509,,0,,0,3,100,No,,[TU]|11490||Bangiales|||||||N|accepted||TWG standards met|partial|2014|0|1996-06-13 14:51:08|846509||0||0|3|100|No|
11492,,Erythrocladia,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,954937,,42712,,0,3,180,No,,[TU]|11492||Erythrocladia|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|954937||42712||0|3|180|No|
11493,,Erythrocladia,,subintegra,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11492,,42711,,0,3,220,,,[TU]|11493||Erythrocladia||subintegra||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11492||42711||0|3|220||
11494,,Erythrocladia,,rhizoides,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11492,,0,,0,3,220,,,[TU]|11494||Erythrocladia||rhizoides||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11492||0||0|3|220||
11495,,Erythrocladia,,irregularis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11492,,42712,,0,3,220,,,[TU]|11495||Erythrocladia||irregularis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11492||42712||0|3|220||
11496,,Erythrocladia,,ectozoica,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11492,,0,,0,3,220,,,[TU]|11496||Erythrocladia||ectozoica||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11492||0||0|3|220||
11497,,Erythropeltis,,,,,,,N,accepted,,No review; untreated NODC data,unknown,unknown,0,1996/6/13 14:51,954937,,176420,,0,3,180,No,,[TU]|11497||Erythropeltis|||||||N|accepted||No review; untreated NODC data|unknown|unknown|0|1996-06-13 14:51:08|954937||176420||0|3|180|No|
11498,,Erythropeltis,,discigera,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11497,,31793,,0,3,220,,,[TU]|11498||Erythropeltis||discigera||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11497||31793||0|3|220||
11499,,Erythrotrichia,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,954937,,38654,,0,3,180,No,,[TU]|11499||Erythrotrichia|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|954937||38654||0|3|180|No|
11501,,Erythrotrichia,,kylinii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11501||Erythrotrichia||kylinii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11502,,Erythrotrichia,,carnea,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,39643,,0,3,220,,,[TU]|11502||Erythrotrichia||carnea||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||39643||0|3|220||
11503,,Erythrotrichia,,rhizoides,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11503||Erythrotrichia||rhizoides||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11504,,Erythrotrichia,,parksii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,40184,,0,3,220,,,[TU]|11504||Erythrotrichia||parksii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||40184||0|3|220||
11505,,Erythrotrichia,,porphyroides,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,40184,,0,3,220,,,[TU]|11505||Erythrotrichia||porphyroides||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||40184||0|3|220||
11506,,Erythrotrichia,,pulvinata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,40184,,0,3,220,,,[TU]|11506||Erythrotrichia||pulvinata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||40184||0|3|220||
11507,,Erythrotrichia,,tetraseriata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,40184,,0,3,220,,,[TU]|11507||Erythrotrichia||tetraseriata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||40184||0|3|220||
11508,,Erythrotrichia,,bertholdii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11508||Erythrotrichia||bertholdii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11509,,Erythrotrichia,,boryana,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11509||Erythrotrichia||boryana||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11510,,Erythrotrichia,,welwitschii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,42755,,0,3,220,,,[TU]|11510||Erythrotrichia||welwitschii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||42755||0|3|220||
11511,,Erythrotrichia,,investiens,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11511||Erythrotrichia||investiens||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11512,,Erythrotrichia,,californica,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11512||Erythrotrichia||californica||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11513,,Erythrotrichia,,ascendens,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11513||Erythrotrichia||ascendens||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11514,,Erythrotrichia,,biseriata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11514||Erythrotrichia||biseriata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11515,,Erythrotrichia,,ciliaris,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11515||Erythrotrichia||ciliaris||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11516,,Erythrotrichia,,vexillaris,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,0,,0,3,220,,,[TU]|11516||Erythrotrichia||vexillaris||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||0||0|3|220||
11517,,Erythrotrichia,,ceramicola,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11499,,35441,,0,3,220,,,[TU]|11517||Erythrotrichia||ceramicola||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11499||35441||0|3|220||
11519,,Porphyropsis,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,954937,,42712,,0,3,180,No,,[TU]|11519||Porphyropsis|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|954937||42712||0|3|180|No|
11520,,Porphyropsis,,coccinea,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11519,,31493,,0,3,220,,,[TU]|11520||Porphyropsis||coccinea||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11519||31493||0|3|220||
11521,,Porphyropsis,,coccinea,var.,coccinea,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11520,,0,,0,3,240,,,[TU]|11521||Porphyropsis||coccinea|var.|coccinea||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11520||0||0|3|240||
11522,,Porphyropsis,,coccinea,var.,dawsoni,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11520,,40674,,0,3,240,,,[TU]|11522||Porphyropsis||coccinea|var.|dawsoni||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11520||40674||0|3|240||
11523,,Smithora,,,,,,,N,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,954937,,40671,,0,3,180,No,,[TU]|11523||Smithora|||||||N|accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|954937||40671||0|3|180|No|
11524,,Smithora,,naiadum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11523,,31537,,0,3,220,,,[TU]|11524||Smithora||naiadum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11523||31537||0|3|220||
11526,,Smithora,,naiadum,var.,naiadum,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11524,,31537,,0,3,240,,,[TU]|11526||Smithora||naiadum|var.|naiadum||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11524||31537||0|3|240||
11527,,Smithora,,naiadum,var.,minor,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11524,,0,,0,3,240,,,[TU]|11527||Smithora||naiadum|var.|minor||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11524||0||0|3|240||
11528,,Membranella,,,,,,,N,accepted,,No review; untreated NODC data,unknown,unknown,0,1996/6/13 14:51,954937,,176421,,0,3,180,No,,[TU]|11528||Membranella|||||||N|accepted||No review; untreated NODC data|unknown|unknown|0|1996-06-13 14:51:08|954937||176421||0|3|180|No|
11529,,Membranella,,nitens,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11528,,40673,,0,3,220,,,[TU]|11529||Membranella||nitens||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11528||40673||0|3|220||
11530,,Bangiaceae,,,,,,,,accepted,,TWG standards met,unknown,2014,0,1996/6/13 14:51,11490,,0,,0,3,140,No,,[TU]|11530||Bangiaceae||||||||accepted||TWG standards met|unknown|2014|0|1996-06-13 14:51:08|11490||0||0|3|140|No|
11531,,Bangia,,,,,,,,accepted,,No review; untreated NODC data,unknown,unknown,0,1996/6/13 14:51,11530,,41606,,0,3,180,,,[TU]|11531||Bangia||||||||accepted||No review; untreated NODC data|unknown|unknown|0|1996-06-13 14:51:08|11530||41606||0|3|180||
11533,,Bangia,,ciliaris,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11531,,0,,0,3,220,,,[TU]|11533||Bangia||ciliaris||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11531||0||0|3|220||
11534,,Bangia,,fusco-purpurea,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11531,,32604,,0,3,220,,,[TU]|11534||Bangia||fusco-purpurea||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11531||32604||0|3|220||
11538,,Bangia,,tenuis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11531,,0,,0,3,220,,,[TU]|11538||Bangia||tenuis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11531||0||0|3|220||
11539,,Bangia,,enteromorphoides,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11531,,0,,0,3,220,,,[TU]|11539||Bangia||enteromorphoides||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11531||0||0|3|220||
11540,,Porphyra,,,,,,,,accepted,,No review; untreated NODC data,unknown,unknown,0,1996/6/13 14:51,11530,,39108,,0,3,180,,,[TU]|11540||Porphyra||||||||accepted||No review; untreated NODC data|unknown|unknown|0|1996-06-13 14:51:08|11530||39108||0|3|180||
11541,,Porphyra,,leucostricta,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11541||Porphyra||leucostricta||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11542,,Porphyra,,miniata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,39122,,0,3,220,,,[TU]|11542||Porphyra||miniata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||39122||0|3|220||
11543,,Porphyra,,umbilicalis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11543||Porphyra||umbilicalis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11544,,Porphyra,,amplissima,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11544||Porphyra||amplissima||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11545,,Porphyra,,cuneiformis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11545||Porphyra||cuneiformis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11546,,Porphyra,,linearis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11546||Porphyra||linearis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11547,,Porphyra,,nereocystis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,38631,,0,3,220,,,[TU]|11547||Porphyra||nereocystis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||38631||0|3|220||
11548,,Porphyra,,ochotensis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11548||Porphyra||ochotensis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11549,,Porphyra,,perforata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,40828,,0,3,220,,,[TU]|11549||Porphyra||perforata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||40828||0|3|220||
11550,,Porphyra,,perforata,var.,perforata,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11549,,0,,0,3,240,,,[TU]|11550||Porphyra||perforata|var.|perforata||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11549||0||0|3|240||
11551,,Porphyra,,pseudolinearis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11551||Porphyra||pseudolinearis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11552,,Porphyra,,pseudolanceolata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11552||Porphyra||pseudolanceolata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11553,,Porphyra,,purpureo-violacea,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11553||Porphyra||purpureo-violacea||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11554,,Porphyra,,schizophylla,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,40669,,0,3,220,,,[TU]|11554||Porphyra||schizophylla||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||40669||0|3|220||
11555,,Porphyra,,segregata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11555||Porphyra||segregata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11556,,Porphyra,,tasa,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11556||Porphyra||tasa||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11557,,Porphyra,,tenuissima,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11557||Porphyra||tenuissima||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11558,,Porphyra,,torta,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11558||Porphyra||torta||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11559,,Porphyra,,variegata,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11559||Porphyra||variegata||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11560,,Porphyra,,yezoensis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11560||Porphyra||yezoensis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11561,,Porphyra,,kanakaensis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11561||Porphyra||kanakaensis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11562,,Porphyra,,sanjuanensis,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11562||Porphyra||sanjuanensis||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11563,,Porphyra,,porphyra,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11563||Porphyra||porphyra||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11564,,Porphyra,,porphyra,var.,nereocystis,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11563,,0,,0,3,240,,,[TU]|11564||Porphyra||porphyra|var.|nereocystis||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11563||0||0|3|240||
11565,,Porphyra,,abbottae,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11565||Porphyra||abbottae||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
11566,,Porphyra,,fucicola,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,11540,,0,,0,3,220,,,[TU]|11566||Porphyra||fucicola||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|11540||0||0|3|220||
