TSN,,Genus,,Species,,Variety,,,,,,,,,,,,,,,,,,,,
10017,,Amphidinium,,crassum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,9997,,0,,0,6,220,,,[TU]|10017||Amphidinium||crassum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|9997||0||0|6|220||
10018,,Amphidinium,,machapungarum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,9997,,0,,0,6,220,,,[TU]|10018||Amphidinium||machapungarum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|9997||0||0|6|220||
10019,,Amphidinium,,incoloratum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,9997,,0,,0,6,220,,,[TU]|10019||Amphidinium||incoloratum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|9997||0||0|6|220||
10020,,Amphidinium,,luteum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,9997,,160991,,0,6,220,,,[TU]|10020||Amphidinium||luteum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|9997||160991||0|6|220||
10021,,Cochlodinium,,,,,,,N,accepted,,TWG standards met,partial,2000,0,1996/6/13 14:51,9996,,161320,,0,6,180,,,[TU]|10021||Cochlodinium|||||||N|accepted||TWG standards met|partial|2000|0|1996-06-13 14:51:08|9996||161320||0|6|180||
10022,,Cochlodinium,,achromaticum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10022||Cochlodinium||achromaticum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10023,,Cochlodinium,,heterolobatum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10023||Cochlodinium||heterolobatum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10024,,Cochlodinium,,schuettii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10024||Cochlodinium||schuettii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10025,,Cochlodinium,,vinctum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10025||Cochlodinium||vinctum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10026,,Cochlodinium,,helicoides,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10026||Cochlodinium||helicoides||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10027,,Cochlodinium,,helix,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10027||Cochlodinium||helix||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10028,,Cochlodinium,,pirum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10028||Cochlodinium||pirum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10029,,Cochlodinium,,pellucidum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10029||Cochlodinium||pellucidum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10030,,Cochlodinium,,archimedes,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10021,,0,,0,6,220,,,[TU]|10030||Cochlodinium||archimedes||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10021||0||0|6|220||
10031,,Gymnodinium,,,,,,,N,accepted,,TWG standards met,partial,2000,0,1996/6/13 14:51,9996,,161010,,0,6,180,,,[TU]|10031||Gymnodinium|||||||N|accepted||TWG standards met|partial|2000|0|1996-06-13 14:51:08|9996||161010||0|6|180||
10033,,Gymnodinium,,punctatum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10031,,0,,0,6,220,,,[TU]|10033||Gymnodinium||punctatum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10031||0||0|6|220||
10034,,Gymnodinium,,nelsonii,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10031,,0,,0,6,220,,,[TU]|10034||Gymnodinium||nelsonii||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10031||0||0|6|220||
10035,,Gymnodinium,,pygmaeum,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10031,,0,,0,6,220,,,[TU]|10035||Gymnodinium||pygmaeum||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10031||0||0|6|220||
10036,,Gymnodinium,,simplex,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10031,,0,,0,6,220,,,[TU]|10036||Gymnodinium||simplex||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10031||0||0|6|220||
10037,,Gymnodinium,,splendens,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10031,,0,,0,6,220,,,[TU]|10037||Gymnodinium||splendens||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10031||0||0|6|220||
10038,,Gymnodinium,,subrufescens,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10031,,0,,0,6,220,,,[TU]|10038||Gymnodinium||subrufescens||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10031||0||0|6|220||
1003980,,Bacteriastrum,,parallelum,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2862,,191404,,0,6,220,No,,[TU]|1003980||Bacteriastrum||parallelum|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2862||191404||0|6|220|No|
1003981,,Chaetoceros,,contortus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161421,,0,6,220,No,,[TU]|1003981||Chaetoceros||contortus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||161421||0|6|220|No|
1003982,,Chaetoceros,,externus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,161119,,0,6,220,No,,[TU]|1003982||Chaetoceros||externus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:27|2758||161119||0|6|220|No|
1003983,,Chaetoceros,,protuberans,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161109,,0,6,220,No,,[TU]|1003983||Chaetoceros||protuberans|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||161109||0|6|220|No|
1003985,,Chaetoceros,,bulbosus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191435,,0,6,220,No,,[TU]|1003985||Chaetoceros||bulbosus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||191435||0|6|220|No|
1003986,,Chaetoceros,,frickei,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,160692,,0,6,220,No,,[TU]|1003986||Chaetoceros||frickei|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:27|2758||160692||0|6|220|No|
1003987,,Chaetoceros,,furcillatus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160428,,0,6,220,No,,[TU]|1003987||Chaetoceros||furcillatus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||160428||0|6|220|No|
1003988,,Chaetoceros,,hispidus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161117,,0,6,220,No,,[TU]|1003988||Chaetoceros||hispidus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||161117||0|6|220|No|
1003989,,Chaetoceros,,imbricatus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191429,,0,6,220,No,,[TU]|1003989||Chaetoceros||imbricatus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||191429||0|6|220|No|
1003990,,Chaetoceros,,indicus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160728,,0,6,220,No,,[TU]|1003990||Chaetoceros||indicus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||160728||0|6|220|No|
1003991,,Chaetoceros,,ingolfianus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,162069,,0,6,220,No,,[TU]|1003991||Chaetoceros||ingolfianus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||162069||0|6|220|No|
1003992,,Chaetoceros,,pacificus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,161108,,0,6,220,No,,[TU]|1003992||Chaetoceros||pacificus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:27|2758||161108||0|6|220|No|
1003994,,Chaetoceros,,salsugineus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,184907,,0,6,220,No,,[TU]|1003994||Chaetoceros||salsugineus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||184907||0|6|220|No|
1003995,,Chaetoceros,,tenuissimus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,162070,,0,6,220,No,,[TU]|1003995||Chaetoceros||tenuissimus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||162070||0|6|220|No|
1003996,,Chaetoceros,,seychellarus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160728,,0,6,220,No,,[TU]|1003996||Chaetoceros||seychellarus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||160728||0|6|220|No|
1003997,,Chaetoceros,,amanita,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161113,,0,6,220,No,,[TU]|1003997||Chaetoceros||amanita|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||161113||0|6|220|No|
1003998,,Chaetoceros,,pseudobrevis,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161140,,0,6,220,No,,[TU]|1003998||Chaetoceros||pseudobrevis|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||161140||0|6|220|No|
1003999,,Chaetoceros,,pseudoaurivilli,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161108,,0,6,220,No,,[TU]|1003999||Chaetoceros||pseudoaurivilli|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||161108||0|6|220|No|
10039,,Gymnodinium,,variabile,,,,,,accepted,,No review; untreated NODC data,,,0,1996/6/13 14:51,10031,,0,,0,6,220,,,[TU]|10039||Gymnodinium||variabile||||||accepted||No review; untreated NODC data|||0|1996-06-13 14:51:08|10031||0||0|6|220||
1004000,,Chaetoceros,,pseudosymmetricus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,162128,,0,6,220,No,,[TU]|1004000||Chaetoceros||pseudosymmetricus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||162128||0|6|220|No|
1004001,,Chaetoceros,,minimus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191426,,0,6,220,No,,[TU]|1004001||Chaetoceros||minimus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||191426||0|6|220|No|
1004002,,Chaetoceros,,throndsenii,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191427,,0,6,220,No,,[TU]|1004002||Chaetoceros||throndsenii|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||191427||0|6|220|No|
1004003,,Chaetoceros,,pachyceros,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191414,,0,6,220,No,,[TU]|1004003||Chaetoceros||pachyceros|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||191414||0|6|220|No|
1004004,,Chaetoceros,,denticulatus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161109,,0,6,220,No,,[TU]|1004004||Chaetoceros||denticulatus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||161109||0|6|220|No|
1004005,,Chaetoceros,,filiferus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160728,,0,6,220,No,,[TU]|1004005||Chaetoceros||filiferus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||160728||0|6|220|No|
1004006,,Chaetoceros,,adelianus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,162090,,0,6,220,No,,[TU]|1004006||Chaetoceros||adelianus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||162090||0|6|220|No|
1004007,,Chaetoceros,,baculites,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,162070,,0,6,220,No,,[TU]|1004007||Chaetoceros||baculites|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:27|2758||162070||0|6|220|No|
1004009,,Chaetoceros,,sumatranus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160728,,0,6,220,No,,[TU]|1004009||Chaetoceros||sumatranus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||160728||0|6|220|No|
1004010,,Chaetoceros,,coronatus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161119,,0,6,220,No,,[TU]|1004010||Chaetoceros||coronatus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||161119||0|6|220|No|
1004011,,Chaetoceros,,neogracilis,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191428,,0,6,220,No,,[TU]|1004011||Chaetoceros||neogracilis|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||191428||0|6|220|No|
1004012,,Chaetoceros,,flexuosus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191429,,0,6,220,No,,[TU]|1004012||Chaetoceros||flexuosus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||191429||0|6|220|No|
1004013,,Chaetoceros,,buceros,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191446,,0,6,220,No,,[TU]|1004013||Chaetoceros||buceros|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||191446||0|6|220|No|
1004014,,Chaetoceros,,borskowii,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,184927,,0,6,220,No,,[TU]|1004014||Chaetoceros||borskowii|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||184927||0|6|220|No|
1004015,,Chaetoceros,,capense,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160728,,0,6,220,No,,[TU]|1004015||Chaetoceros||capense|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||160728||0|6|220|No|
1004016,,Chaetoceros,,confertus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191439,,0,6,220,No,,[TU]|1004016||Chaetoceros||confertus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||191439||0|6|220|No|
1004017,,Chaetoceros,,confusus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191428,,0,6,220,No,,[TU]|1004017||Chaetoceros||confusus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||191428||0|6|220|No|
1004018,,Chaetoceros,,curiosus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,184916,,0,6,220,No,,[TU]|1004018||Chaetoceros||curiosus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||184916||0|6|220|No|
1004019,,Chaetoceros,,curvatus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160493,,0,6,220,No,,[TU]|1004019||Chaetoceros||curvatus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||160493||0|6|220|No|
1004020,,Chaetoceros,,cylindrosporus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,184916,,0,6,220,No,,[TU]|1004020||Chaetoceros||cylindrosporus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||184916||0|6|220|No|
1004021,,Chaetoceros,,dicladia,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,160493,,0,6,220,No,,[TU]|1004021||Chaetoceros||dicladia|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||160493||0|6|220|No|
1004022,,Chaetoceros,,distinguendus,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,160786,,0,6,220,No,,[TU]|1004022||Chaetoceros||distinguendus|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||160786||0|6|220|No|
1004023,,Chaetoceros,,exospermus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,162070,,0,6,220,No,,[TU]|1004023||Chaetoceros||exospermus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||162070||0|6|220|No|
1004024,,Chaetoceros,,fallax,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,191441,,0,6,220,No,,[TU]|1004024||Chaetoceros||fallax|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||191441||0|6|220|No|
1004025,,Chaetoceros,,forcipatus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,191429,,0,6,220,No,,[TU]|1004025||Chaetoceros||forcipatus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||191429||0|6|220|No|
1004026,,Chaetoceros,,heterovalvatus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,191441,,0,6,220,No,,[TU]|1004026||Chaetoceros||heterovalvatus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||191441||0|6|220|No|
1004027,,Chaetoceros,,hendeyi,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,162090,,0,6,220,No,,[TU]|1004027||Chaetoceros||hendeyi|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||162090||0|6|220|No|
1004028,,Chaetoceros,,hebes,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,184888,,0,6,220,No,,[TU]|1004028||Chaetoceros||hebes|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||184888||0|6|220|No|
1004029,,Chaetoceros,,leudugeri,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,160466,,0,6,220,No,,[TU]|1004029||Chaetoceros||leudugeri|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||160466||0|6|220|No|
1004030,,Chaetoceros,,longisetus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,160510,,0,6,220,No,,[TU]|1004030||Chaetoceros||longisetus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||160510||0|6|220|No|
1004031,,Chaetoceros,,nodulosus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,191415,,0,6,220,No,,[TU]|1004031||Chaetoceros||nodulosus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||191415||0|6|220|No|
1004032,,Chaetoceros,,odessanus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,191447,,0,6,220,No,,[TU]|1004032||Chaetoceros||odessanus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||191447||0|6|220|No|
1004033,,Chaetoceros,,oppositisetaceus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,191441,,0,6,220,No,,[TU]|1004033||Chaetoceros||oppositisetaceus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||191441||0|6|220|No|
1004034,,Chaetoceros,,paulsenii,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,162069,,0,6,220,No,,[TU]|1004034||Chaetoceros||paulsenii|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||162069||0|6|220|No|
1004035,,Chaetoceros,,pavillardii,,,,,N,accepted,,TWG standards met,,,0,2016/6/29 14:55,2758,,161108,,0,6,220,No,,[TU]|1004035||Chaetoceros||pavillardii|||||N|accepted||TWG standards met|||0|2016-06-29 14:55:28|2758||161108||0|6|220|No|
1004036,,Chaetoceros,,pethoei,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,184927,,0,6,220,No,,[TU]|1004036||Chaetoceros||pethoei|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||184927||0|6|220|No|
1004037,,Chaetoceros,,plicatorugosus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,160466,,0,6,220,No,,[TU]|1004037||Chaetoceros||plicatorugosus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:28|2758||160466||0|6|220|No|
1004038,,Chaetoceros,,processus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,184916,,0,6,220,No,,[TU]|1004038||Chaetoceros||processus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:29|2758||184916||0|6|220|No|
1004039,,Chaetoceros,,productus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,191419,,0,6,220,No,,[TU]|1004039||Chaetoceros||productus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:29|2758||191419||0|6|220|No|
1004040,,Chaetoceros,,ramosus,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,191443,,0,6,220,No,,[TU]|1004040||Chaetoceros||ramosus|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:29|2758||191443||0|6|220|No|
1004041,,Chaetoceros,,reichelti,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,160692,,0,6,220,No,,[TU]|1004041||Chaetoceros||reichelti|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:29|2758||160692||0|6|220|No|
1004042,,Chaetoceros,,schmidtii,,,,,N,accepted,,Minimum taxonomic/nomenclature review,,,0,2016/6/29 14:55,2758,,161096,,0,6,220,No,,[TU]|1004042||Chaetoceros||schmidtii|||||N|accepted||Minimum taxonomic/nomenclature review|||0|2016-06-29 14:55:29|2758||161096||0|6|220|No|
