"SITEID_07","ECO3","ln_phyDen","ln_phySR","ln_phySRr","ln_zpDen","ln_zpSR","ln_zpSRr","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","pH","ln_Temp","ln_Sol","WOmni","WOmni2","Omni","Omni2"
"NLA06608-0016",44,23.1225777671496,4.07753744390572,4.07056497529954,9.50488376739853,3.17805383034795,2.53956335129942,6.19440539110467,1.79175946922805,41.030252,8.45318786144033,8.84735987547417,8.48,3.16018682851952,1.81455858508116,0.118918918918919,0.0141417092768444,0.458333333333333,0.210069444444444
"NLA06608-0019",42,24.5581440296202,3.68887945411394,3.4911649382917,8.07466164928568,2.70805020110221,2.05029576214291,8.86035727332702,6.68586094706836,46.366888,10.7141955218352,10.1808162129084,8.4,3.13113691056019,1.70943110850802,0.212336892052195,0.0450869557263853,0.266666666666667,0.0711111111111111
"NLA06608-0020",54,23.4280340920357,3.58351893845611,3.54923187087228,10.0641091234937,3.04452243772342,2.62639087113446,6.40522845803084,3.40119738166216,39.408178,8.52317526309379,6.59578051396131,8.43,2.73089831690582,1.75527400972216,0.138571428571429,0.0192020408163265,0.761904761904762,0.580498866213152
"NLA06608-0021",83,23.7475353470784,2.99573227355399,2.97206632079798,9.88021018344052,2.77258872223978,1.80809513549397,5.96614673912369,1.94591014905531,42.77192,7.97933889526233,8.02420748577858,8.33,2.72343130314051,1.70645785975256,0.0285459411239964,0.000814870754654671,0.25,0.0625
"NLA06608-0023",29,21.8508768755149,3.61091791264422,3.58876607947342,7.81504023014056,2.83321334405622,2.29871917677741,5.85507192220243,2.484906649788,31.148492,8.26359043261732,8.34640487043596,8.16,3.3724549127965,1.68293131677971,0.0317848410757946,0.00101027612221352,0.352941176470588,0.124567474048443
"NLA06608-0024",35,21.7623886378478,3.46573590279973,3.40324430612607,8.44487252983661,2.77258872223978,2.126678439653,6.75693238924755,3.55534806148941,32.12205,9.01188943325234,9.17149558815261,7.69,3.25534548812067,1.66723809562937,0.0761904761904762,0.00580498866213152,0.5,0.25
"NLA06608-0025",45,21.712398941742,3.61091791264422,3.57831733532622,9.07817749372603,3.09104245335832,2.67977922036349,5.27299955856375,2.30258509299405,35.201321,8.14031554015999,8.6427680143243,7.63,2.96927422599998,1.71564512838005,0.066711140760507,0.00445037630156818,0.545454545454545,0.297520661157025
"NLA06608-0029",63,22.9229233969646,3.63758615972639,3.48207188131754,8.8201116564507,2.89037175789616,2.5104958941047,7.65254569269392,5.50938833662798,38.756011,8.32360844234357,7.65491704784832,7.37,3.20376218705815,1.74883604898777,0.48852157943067,0.238653333569437,0.777777777777778,0.604938271604938
"NLA06608-0031",70,22.4781921616517,3.36729582998647,3.35457003703517,8.76216246008672,2.89037175789616,2.39768260243444,6.0591231955818,3.46573590279973,39.776454,8.25062008217469,8.33495163142245,8.28,2.94180393152844,1.74613748375129,0.0609579100145138,0.00371586679333756,0.5,0.25
"NLA06608-0033",77,23.2892840670019,3.80666248977032,3.80287534199933,9.56045934572916,2.77258872223978,1.56959794398551,6.72743172485086,4.20469261939097,47.311084,9.22128031201452,9.26321741157695,7.54,3.01716753796084,1.64248070764398,0.0051063829787234,2.60751471253961e-05,0.125,0.015625
"NLA06608-0036",72,22.5220086650951,3.71357206670431,3.66817298689627,10.2594906791839,3.04452243772342,2.53563347453825,5.18178355029209,2.07944154167984,37.477354,8.31139827843664,7.22693601849329,8.23,3.29150650350385,1.78059718424341,0.0295698924731183,0.000874378540871777,0.476190476190476,0.226757369614512
"NLA06608-0037",58,22.1539625939024,3.95124371858143,3.83802894012221,11.8204101647182,2.99573227355399,2.13734646410137,5.47646355193151,2.63905732961526,41.696993,8.12563098847706,6.46769872610435,7.15,2.82942464658558,1.74592082745288,0.0632352941176471,0.00399870242214533,0.45,0.2025
"NLA06608-0038",58,20.0968827090291,3.68887945411394,3.57518456615994,11.774434663118,2.77258872223978,2.36220787671069,5.06259503302697,1.38629436111989,44.797591,8.0925452638913,8.17188200612782,7.62,2.77881927199042,1.62831739179953,0.264328485885372,0.0698695484504534,0.4375,0.19140625
"NLA06608-0041",69,20.598924886977,3.40119738166216,3.38574661215827,8.13500193622036,2.484906649788,2.24578384726786,6.16541785423142,0,38.226941,7.12286665859908,7.82604401351897,7.37,2.87530149195998,1.74608047337654,0.00547045951859956,2.99259273446366e-05,0.166666666666667,0.0277777777777778
"NLA06608-0042",17,19.5351245556661,3.52636052461616,3.51588023782001,7.42762936876331,2.99573227355399,2.64127014630183,5.4359030295006,2.77258872223978,44.458235,8.47010158388239,8.39015495824551,6.605,2.26176309847379,1.85228668786958,0.0487804878048781,0.00237953599048186,0.25,0.0625
"NLA06608-0043",56,22.0802778800658,4.21950770517611,4.19609111207045,10.0959546424801,2.94443897916644,2.49741454915042,6.46925031679577,2.19722457733622,41.553395,8.88461023188687,7.99665387546261,8.48,2.58864823067784,1.75293257830329,0.10261780104712,0.0105304130917464,0.578947368421053,0.335180055401662
"NLA06608-0044",44,25.8452516214916,4.21950770517611,4.19714152438647,8.64868556150395,2.83321334405622,2.20138757105583,8.32069157104845,6.39859493453521,42.404845,9.72196567591274,7.8087293067444,8.67,3.20172966603323,1.82164607275307,0.254736842105263,0.0648908587257618,0.882352941176471,0.778546712802768
"NLA06608-0045",45,23.4971138632246,3.63758615972639,3.04147690301294,9.23992854427653,3.04452243772342,2.12082414271958,6.47389069635227,3.98898404656427,37.293205,8.47428569040496,9.932220771359,7.52,3.26321162593315,1.76058127360823,0.176934097421203,0.0313056748302559,0.761904761904762,0.580498866213152
"NLA06608-0048",73,24.0228398533951,3.17805383034795,2.79915869758936,8.68194786895747,2.83321334405622,2.31981345128039,6.65027904858742,4.70953020131233,36.787297,8.47010158388239,8.33423142973486,8.46,3.38439026334577,1.75474286114293,0.883374689826303,0.780350842625717,1,1
"NLA06608-0049",11,21.9885648747192,2.94443897916644,2.94443317697828,9.17681767993754,2.19722457733622,1.08475024510987,5.54517744447956,2.70805020110221,45.062327,7.539027055824,8.91556654571064,7.91,2.86647743769673,1.83259192113363,0.148484848484848,0.0220477502295684,0.333333333333333,0.111111111111111
"NLA06608-0050",58,24.3639786408805,3.58351893845611,3.57174375768318,10.8722882296822,2.94443897916644,2.35085660494647,5.71373280550937,2.77258872223978,43.446018,8.54480835844921,8.49821422481843,7.05,2.73773844480403,1.6781710552078,0.0767326732673267,0.00588790314675032,0.315789473684211,0.0997229916897507
"NLA06608-0053",83,21.1513973108603,3.58351893845611,3.58243339629045,8.19796345911518,2.70805020110221,2.40436823500201,5.50533153593236,3.36729582998647,43.558193,7.96554557312999,8.11939858961229,8.02,3.05163990549229,1.70003110234954,0.0539325842696629,0.00290872364600429,0.4,0.16
"NLA06608-0057",45,24.9607294118627,3.76120011569356,3.5349959059854,8.86356247194614,2.83321334405622,2.24952128897672,7.47079377419506,5.38449506278909,34.961892,9.17988116449147,7.14598446771439,7.5,3.1929424428417,1.76860679240689,0.500843170320405,0.250843881256594,0.823529411764706,0.678200692041522
"NLA06608-0061",81,24.629515280817,3.97029191355212,3.95681768022255,6.80057740745187,2.63905732961526,2.34352850079592,6.19031540585315,2.9704144655697,34.245582,8.7160440501614,9.72615353725321,8.5,2.93197776499822,1.91347569411501,0.173553719008264,0.0301208933815996,0.285714285714286,0.0816326530612245
"NLA06608-0062",42,22.1702499168089,3.97029191355212,3.82512211767238,8.75772848544232,2.63905732961526,2.00938283283461,7.94944442025063,5.02388052084628,47.32068,10.2587114442075,9.55172907437721,8.98,3.06027077906656,1.68636264217024,0.107539450613676,0.0115647334382913,0.428571428571429,0.183673469387755
"NLA06608-0064",42,23.4289222376959,3.80666248977032,3.67172458720142,8.15171687933295,2.19722457733622,1.8426370693848,8.12148037475075,7.62413058566129,48.894061,10.4237683350729,10.0281358571012,8.7,2.57429021092269,1.75412094600524,0.125382262996942,0.0157207118742343,0.555555555555556,0.308641975308642
"NLA06608-0065",15,22.006480318681,4.06044301054642,4.00891733062451,9.418668917117,3.04452243772342,2.40695222113137,4.25561270981822,0,48.962434,7.17011954344963,8.41360887515967,8.405,2.68973537048746,1.73905479053416,0.167171935902988,0.0279464561535528,0.666666666666667,0.444444444444444
"NLA06608-0066",69,22.7857163136135,4.00733318523247,3.91494777451387,8.83659450319687,3.2188758248682,2.70284497547352,6.49978704065585,1.94591014905531,39.768514,7.39633529380081,7.58578882173203,7.36,2.67883983548291,1.7275985093386,0.074486301369863,0.00554820909176206,0.4,0.16
"NLA06608-0068",21,19.8029063937174,3.78418963391826,3.77806975435734,9.82348964672636,2.39789527279837,1.1958957346934,5.12396397940326,0,37.824476,7.02108396428914,8.74608021735751,7.9,2.09704874609196,1.88027298546917,0.649970879440885,0.422462144121158,0.545454545454545,0.297520661157025
"NLA06608-0069",75,22.287272149909,3.49650756146648,3.48063086148658,8.41724563473831,3.13549421592915,2.62264063019622,6.04025471127741,3.66356164612965,28.63736,9.490997829491,7.11720550316434,7.24,3.42670267207052,1.69835814173871,0.141498216409037,0.0200217452469386,0.695652173913043,0.483931947069943
"NLA06608-0071",73,22.8457650939266,3.36729582998647,3.24133154746065,7.21192940838233,2.07944154167984,1.61865833345624,7.78530518253986,6.00881318544259,31.66684,8.99031694799822,9.57598992338005,8.755,3.40607436979871,1.70124821371151,0.772635814889336,0.596966102449708,0.625,0.390625
"NLA06608-0072",29,21.0966772808503,3.3322045101752,3.31006614366007,9.26340545222513,2.70805020110221,1.73590238572672,7.45240245122364,5.15905529921453,32.237662,9.12478248361454,8.88461023188687,8.96,3.18576212827043,1.70276156895241,0.66447908121411,0.441532449371148,0.533333333333333,0.284444444444444
"NLA06608-0073",13,17.7058727453214,2.56494935746154,2.3657206654403,10.4541116292796,1.79175946922805,1.33247681614254,6.96129604591017,8.45083969086622,39.52477,10.0100972875944,8.81150325015824,9.45,2.39059597031676,1.98901972114228,0.497695852534562,0.247701161630105,0.333333333333333,0.111111111111111
"NLA06608-0076",40,23.5268883298733,3.76120011569356,3.65780011367653,9.75883191007517,2.99573227355399,2.25655634366128,6.07764224334903,3.17805383034795,39.414413,8.53699581871242,6.57507584059962,8.37,3.26019222514978,1.70764348055328,0.663951120162933,0.440831089965613,0.4,0.16
"NLA06608-0077",58,24.3867963253813,3.66356164612965,3.55995878185639,10.7152308430309,3.09104245335832,2.47197307993016,7.2868764117507,4.75359019110636,40.927047,8.88875674784872,8.96021095557699,8.54,3.21084365317094,1.73690520385685,0.121586475942783,0.0147832711321849,0.636363636363636,0.40495867768595
"NLA06608-0078",46,24.0730567670285,4.0943445622221,3.84013513903273,10.4635166490123,2.94443897916644,1.89140877192882,8.44333134281778,4.81624115606803,48.177811,10.81677377539,10.4960406178604,9.18,3.01373588162427,1.6693948757456,0.12987012987013,0.0168662506324844,0.473684210526316,0.224376731301939
"NLA06608-0079",21,22.3376378328722,3.58351893845611,3.31021769645019,9.29426951896325,2.63905732961526,2.12655749949963,4.57471097850338,1.38629436111989,39.985855,7.49554194388426,9.48379673716398,8.03,1.96130123908622,1.89812927932685,0.0690647482014388,0.00476993944412815,0.142857142857143,0.0204081632653061
"NLA06608-0080",73,21.74445032308,3.55534806148941,3.50282096341303,7.37303925253453,2.56494935746154,1.7469989602685,6.8627579130514,4.60517018598809,34.120035,8.59600437184053,8.81789020094551,8.46,3.34580210669661,1.72260318564007,0.527567567567568,0.27832753834916,0.846153846153846,0.715976331360947
"NLA06608-0081",2,23.1304872473307,3.29583686600433,3.23027371738731,8.53797202411457,2.63905732961526,1.91414702205949,6.60800062529609,3.09104245335832,48.22612,9.11052003669397,9.23102496316902,7.31,2.47466925940385,1.49759309304532,0.460018814675447,0.211617309855403,0.714285714285714,0.510204081632653
"NLA06608-0083",42,22.6322737700578,4.17438726989564,4.02052912797451,10.3408314174571,2.99573227355399,1.80838068889365,8.27512163021651,3.91202300542815,45.950964,10.5674633557958,7.45414107814668,8.86,3.09115608326583,1.73050965205939,0.0297984224364592,0.000887945979701678,0.5,0.25
"NLA06608-0085",12,23.1534549411196,2.99573227355399,2.45296537692801,8.67742681175509,2.63905732961526,1.94825595584209,7.36581283720947,6.0330862217988,43.460454,9.27237576289563,9.71944451484383,8.24,3.12383226151855,1.89690427532225,0.0573514077163712,0.00328918396704944,0.428571428571429,0.183673469387755
"NLA06608-0086",3,24.330928111606,3.46573590279973,3.42428758426854,9.38973712191295,2.89037175789616,2.54724547448732,5.66296048013595,2.99573227355399,45.616571,7.84776253747361,9.46475000516439,8.59,2.74556002844775,1.64094924588612,0.109985528219971,0.012096816417826,0.5,0.25
"NLA06608-0089",45,24.718756306674,3.63758615972639,3.58765727123722,8.11120738556134,2.70805020110221,2.32021963742418,5.80814248998044,3.55534806148941,35.773374,7.54960916515453,9.35383447161491,7.44,3.03495298670727,1.71564512838005,0.015625,0.000244140625,0.333333333333333,0.111111111111111
"NLA06608-0090",17,19.9073131354963,3.61091791264422,3.58387674717803,9.65157270394298,2.63905732961526,2.17882598383749,5.53338948872752,2.39789527279837,42.930755,8.60520406873895,7.51806418123308,7.16,2.43458752986119,1.82052475914914,0.197837837837838,0.0391398100803506,0.785714285714286,0.61734693877551
"NLA06608-0091",54,25.3299183157608,4.06044301054642,3.85216824295742,9.4147070686191,2.56494935746154,2.29343786583931,7.61134771740362,5.13579843705026,41.369441,8.89151157052756,7.65207074611648,9.03,3.30963018813666,1.74172670319861,0.342483660130719,0.117295057456534,0.461538461538462,0.21301775147929
"NLA06608-0099",53,19.8205036344638,2.63905732961526,2.63900688390155,10.297206663345,3.09104245335832,2.56180164044297,6.39859493453521,1.79175946922805,43.099516,8.64646552712038,8.41405243249672,8.57,2.69022561618966,1.70278538302057,0.0730397422126745,0.00533480394249395,0.272727272727273,0.0743801652892562
"NLA06608-0101",58,20.2401652037805,2.56494935746154,2.5647642304107,11.4804022732647,1.94591014905531,1.47724982532652,4.14313472639153,0,42.02168,7.07326971745971,5.32300997913841,5.32,3.00604258910984,1.73506231005264,0,0,0,0
"NLA06608-0104",27,22.5176960897282,3.68887945411394,3.67635550855084,8.58578485928697,2.99573227355399,2.1453266256753,6.98100574072173,4.62497281328427,37.655294,8.79026911147866,7.03085747611612,8.32,3.24843462710975,1.77239008144009,0.556803995006242,0.310030688854911,0.7,0.49
"NLA06608-0105",19,22.3375476594074,3.71357206670431,3.63861368492779,9.58233193055136,2.89037175789616,2.28965333678775,5.82600010738045,3.80666248977032,38.235021,8.06148686687133,10.0223810824765,8.42,2.94901496702996,1.88756467406303,0.245181187355436,0.0601138146330212,0.444444444444444,0.197530864197531
"NLA06608-0107",56,20.7194230141889,3.93182563272433,3.9317275470631,9.68239108484364,2.30258509299405,1.89975192087378,6.25382881157547,1.09861228866811,41.650161,8.86078289580631,7.33171496972647,8.23,3.21164977977646,1.75293257830329,0.00408997955010225,1.67279327202546e-05,0.1,0.01
"NLA06608-0110",50,20.0840552477132,3.29583686600433,3.2920517654818,8.33581051366975,2.77258872223978,2.24061323450714,6.19644412779452,2.484906649788,46.869734,8.66733584984596,7.34987370473834,8.56,3.04927304048202,1.67304462701225,0.018018018018018,0.000324648973297622,0.0625,0.00390625
"NLA06608-0111",61,21.4378744017656,3.3322045101752,3.32300551903118,8.86166872956866,2.30258509299405,1.06553774324422,5.83773044716594,1.79175946922805,41.135405,8.24012129807647,6.99576615630485,7.96,2.96930934232538,1.75397389137529,0.0167064439140811,0.000279105268254339,0.3,0.09
"NLA06608-0112",72,22.6026501133179,3.29583686600433,3.29268769284959,10.0593745058393,2.63905732961526,2.22467150890346,7.14361760270412,4.56434819146784,39.012661,8.83491938521639,6.98007594056176,8.9,3.14242665270479,1.74815355597732,0.301075268817204,0.0906463174933518,0.285714285714286,0.0816326530612245
"NLA06608-0113",58,19.5860791443242,2.484906649788,2.48490496516626,10.7298535768823,2.484906649788,2.23182250553035,5.24702407216049,2.19722457733622,44.718642,8.23217423638394,6.53233429222235,8.19,2.60585924965714,1.65022853398223,0.354485776805252,0.125660165957223,0.333333333333333,0.111111111111111
"NLA06608-0115",51,22.487086056866,2.83321334405622,2.83321332525414,10.7997776177036,2.70805020110221,2.34207725068025,6.29156913955832,1.6094379124341,44.323554,7.88231491898027,9.38042064234778,7.41,2.59773915547063,1.69511179407547,0.181818181818182,0.0330578512396694,0.2,0.04
"NLA06608-0116",21,20.6945712015692,2.56494935746154,2.56464475136064,8.17255611191405,2.30258509299405,1.97653707991228,5.6021188208797,3.25809653802148,35.666539,8.26100978602383,9.71232704707497,8.4,3.00659896659727,1.88328948882719,0.163588390501319,0.0267611615068121,0.1,0.01
"NLA06608-0120",29,19.93696098257,2.70805020110221,2.70531557250406,8.9410568568086,3.40119738166216,2.71589634029903,7.06817200038804,5.75257263882563,36.16293,8.51719319141624,9.36288977043647,8.03,3.19971155777678,1.68519997804922,0.304619225967541,0.0927928728290636,0.533333333333333,0.284444444444444
"NLA06608-0124",44,22.1414785228085,3.17805383034795,3.1596826783398,9.93941179419876,1.94591014905531,1.3543822580707,5.82894561761021,5.36129216570943,42.140019,12.5795997901024,9.7599058240581,9.49,3.23474917402449,1.82164607275307,0.36624203821656,0.134133230557021,0.714285714285714,0.510204081632653
"NLA06608-0126",42,24.9083498383021,4.07753744390572,4.06130952033432,8.70859071810185,2.77258872223978,2.14600318511464,8.65312170864048,6.21860011969173,47.193058,10.3427097574424,10.209574216664,8.96,3.02286094094224,1.68636264217024,0.223819301848049,0.0500950798797482,0.5625,0.31640625
"NLA06608-0127",23,21.6278643641037,3.61091791264422,3.61073882882301,9.2661126950218,2.83321334405622,2.14495071669457,6.46302945692067,2.94443897916644,34.153646,9.30565055178051,9.43524237630526,9.01,3.03334915317666,1.89724742776469,0.0251479289940828,0.000632418332691432,0.176470588235294,0.0311418685121107
"NLA06608-0128",42,25.5675783276346,3.98898404656427,3.93129059933549,8.95322250709341,2.94443897916644,2.13693951046136,7.21229446850034,4.33073334028633,48.752891,9.67218581352046,7.66715825531915,8.42,2.90553400563584,1.72988406550997,0.0261337432744043,0.000682972537532472,0.368421052631579,0.135734072022161
"NLA06608-0129",15,22.0911625401199,4.14313472639153,4.12697597895757,8.83200252618529,2.56494935746154,2.34843010219681,4.81624115606803,1.50407739677627,48.21241,7.84971375760487,9.55233305712877,8.38,2.35954285892777,1.73905479053416,0.366689513365319,0.134461199212094,0.769230769230769,0.591715976331361
"NLA06608-0130",79,22.734939833098,2.77258872223978,2.77137213263032,10.6588686123195,2.56494935746154,2.23662290067891,7.71154897962915,3.58351893845611,31.401384,9.2340568985935,9.7714407716158,8.41,3.0362633297558,1.8859301606681,0.0137825421133231,0.000189958467105525,0.0769230769230769,0.00591715976331361
"NLA06608-0132",23,20.9268245914004,2.99573227355399,2.99573209029113,10.3311427510484,2.484906649788,2.09185644152693,6.14418563412565,4.02535169073515,36.208719,8.6928257600594,9.59274154048579,8.53,3.04791804706354,1.8580325961605,0.126696832579186,0.0160520873855982,0.0833333333333333,0.00694444444444444
"NLA06608-0134",58,19.1050160164164,3.04452243772342,3.04434910923338,11.1562505210315,2.94443897916644,2.28777981805777,5.04985600724954,1.38629436111989,41.880003,7.7007477945118,6.32256523992728,7.17,2.66212262581289,1.74592082745288,0.289795918367347,0.083981674302374,0.210526315789474,0.0443213296398892
"NLA06608-0137",13,20.1685150243044,3.17805383034795,3.17805186750376,10.8359670117602,2.70805020110221,1.93938465128779,4.40671924726425,1.09861228866811,38.148558,6.80239476332431,8.40536737623398,7.53,2.51278815618737,2.02156487688589,0.205839416058394,0.0423698652032607,0.333333333333333,0.111111111111111
"NLA06608-0139",56,19.5417581637691,3.89182029811063,3.89179439368913,9.00195870851236,3.13549421592915,2.67174093857998,6.63725803128446,3.49650756146648,41.172052,9.01310820244647,10.063009495553,8.53,2.99127791762425,1.75293257830329,0.253465346534653,0.064244681893932,0.347826086956522,0.120982986767486
"NLA06608-0140",47,21.3253755890485,3.2188758248682,3.21868722640597,11.1130973503681,2.77258872223978,2.33188090894015,7.05444965813294,5.15329159449778,39.639176,8.92665032079394,8.44440742169058,8.49,3.25520775411559,1.71530418251659,0.436762225969646,0.19076124203396,0.375,0.140625
"NLA06608-0141",63,24.9633458127017,3.52636052461616,3.51300740135671,9.48445634490125,2.56494935746154,2.09350141668033,6.88243747099785,4.29045944114839,39.416227,8.13153071060425,9.4425625872236,8.1,3.05870707271538,1.75786918628198,0.0365853658536585,0.00133848899464604,0.230769230769231,0.0532544378698225
"NLA06608-0142",50,19.9100793525351,2.83321334405622,2.83320898459119,11.0710927126912,3.04452243772342,2.57254900483673,5.68017260901707,1.94591014905531,45.997912,8.25322764558177,9.47662003816753,6.83,2.85714612715974,1.67462573260642,0.0537037037037037,0.0028840877914952,0.238095238095238,0.0566893424036281
"NLA06608-0144",27,23.8093872437064,3.68887945411394,3.43951237906556,9.73308864069908,2.99573227355399,2.49090670004486,6.8001700683022,4.23410650459726,33.395251,8.74671634969449,9.089979015305,7.74,3.27540155416104,1.75243417544641,0.174222222222222,0.0303533827160494,0.4,0.16
"NLA06608-0148",55,22.9941422288814,3.73766961828337,3.737103033377,9.61025220770467,2.89037175789616,2.28703330621139,5.8348107370626,2.77258872223978,39.348605,8.18032087477368,7.76641689801966,8.33,3.07615952266661,1.75711389514668,0.454976303317536,0.20700343658049,0.277777777777778,0.0771604938271605
"NLA06608-0149",60,21.1693615562171,3.25809653802148,3.17127643469254,9.78570451687975,2.70805020110221,2.22036036752203,5.39362754635236,2.484906649788,41.633403,8.15765701519647,5.48893772615669,7.83,2.70075089251559,1.7261106732968,0.0657894736842105,0.00432825484764543,0.266666666666667,0.0711111111111111
"NLA06608-0153",45,21.6069786129665,3.40119738166216,3.20192729162183,10.3251584241255,2.63905732961526,2.18173225987539,6.48616078894409,3.52636052461616,37.214184,7.97590836016554,9.89318465954023,7.61,3.32143241319329,1.73969761905083,0.112734864300626,0.0127091496288806,0.214285714285714,0.0459183673469388
"NLA06608-0155",54,20.6928825909042,2.484906649788,2.48490664529366,11.9401340874934,2.63905732961526,2.11737311687404,7.32646561384032,4.7361984483945,42.373288,9.39099387166944,8.89288614119073,8.81,3.1436732415385,1.70673067707221,0.014446227929374,0.000208693501387425,0.142857142857143,0.0204081632653061
"NLA06608-0158",50,19.8733052871851,2.94443897916644,2.94375066332451,10.472709562277,2.83321334405622,2.27697086183104,6.47850964220857,2.77258872223978,45.881006,8.24538446812075,7.66293785046154,7.74,3.10794426416092,1.68681039151062,0.11472275334608,0.0131613101353056,0.235294117647059,0.055363321799308
"NLA06608-0161",75,21.5454806308029,3.13549421592915,3.07870503094123,7.55579658464717,2.19722457733622,1.84125266261668,6.97447891102505,3.40119738166216,28.102434,9.27986643462479,7.55590509361135,8.28,3.4442568711226,1.84101637778871,0.881188118811881,0.776492500735222,0.555555555555556,0.308641975308642
"NLA06608-0162",58,20.6198283381516,2.89037175789616,2.89037093915961,9.86321365339819,2.56494935746154,2.18623742612065,5.4971682252932,2.63905732961526,42.733567,8.52317526309379,6.80572255341699,6.15,3.16688051570488,1.71087308701122,0.063013698630137,0.00397072621504973,0.153846153846154,0.0236686390532544
"NLA06608-0167",51,20.3827063253777,1.38629436111989,1.38488996657797,8.38349113062543,2.63905732961526,1.62751178314798,9.6566274746046,7.07665381544395,44.941959,10.2157402789221,10.2950565554522,9.75,3.22882615572137,1.7200785811164,0.714056224899598,0.509876292317866,0.642857142857143,0.413265306122449
"NLA06608-0168",40,20.4427530430461,2.56494935746154,2.55563748011937,8.23929424753904,2.56494935746154,2.28031943049358,6.76388490856244,4.11087386417331,37.758223,8.78874588193814,7.97933889526233,8.21,3.10383899992098,1.6883578180012,0.116564417177914,0.0135872633520268,0.230769230769231,0.0532544378698225
